"ID","EMPLOYEE_ID","CUSTOMER_ID","ORDER_DATE","SHIPPED_DATE","SHIP_NAME","SHIP_ADDRESS1","SHIP_ADDRESS2","SHIP_CITY","SHIP_STATE","SHIP_POSTAL_CODE","SHIP_COUNTRY","SHIPPING_FEE","PAYMENT_TYPE","PAID_DATE","ORDER_STATUS","CHANGE_DATE"
4355,220,14,2017-01-03 00:00:00.000,2016-05-07 00:00:00.000,Phillip White,"1 Schurz Crossing",,Tuzhai,,,China,7.0600,Checque,2016-10-18 00:00:00.000,New,2017-01-03 00:00:00.000
4356,208,85,2016-12-26 00:00:00.000,2016-07-28 00:00:00.000,George Ryan,"92 Morrow Road",,Nijmegen,Provincie Gelderland,"6519",Netherlands,5.7600,Cash,2016-12-14 00:00:00.000,New,2016-12-26 00:00:00.000
4357,208,73,2016-04-06 00:00:00.000,2016-04-01 00:00:00.000,Evelyn Rose,"134 Milwaukee Lane",,Tiechang,,,China,5.3700,Cash,2016-12-19 00:00:00.000,Shipped,2016-12-19 00:00:00.000
4358,202,77,2016-04-14 00:00:00.000,2016-10-21 00:00:00.000,Janet Robertson,"09309 Dottie Park",,Ljubešćica,,"42222",Croatia,5.2700,Cash,2016-06-07 00:00:00.000,On Hold,2016-10-21 00:00:00.000
4359,202,35,2016-05-08 00:00:00.000,2017-01-27 00:00:00.000,Diana Perry,"95535 Lotheville Center",,Kvasice,,"768 21",Czech Republic,7.1000,Card,2016-07-27 00:00:00.000,New,2017-01-27 00:00:00.000
4360,210,86,2016-11-23 00:00:00.000,2016-10-12 00:00:00.000,Todd Elliott,"6737 Melrose Road",,Catumbela,,,Angola,2.1900,Checque,2016-04-05 00:00:00.000,Shipped,2016-11-23 00:00:00.000
4361,209,45,2016-04-07 00:00:00.000,2016-06-30 00:00:00.000,Emily Dean,"143 Ridge Oak Alley",,Diriá,,,Nicaragua,1.3300,Cash,2016-12-31 00:00:00.000,Complete,2016-12-31 00:00:00.000
4362,208,88,2016-05-08 00:00:00.000,2016-04-14 00:00:00.000,Eric Simpson,"8113 Graceland Junction",,Borovoy,,"309135",Russia,3.8100,Card,2016-06-21 00:00:00.000,Shipped,2016-06-21 00:00:00.000
4363,211,84,2016-12-31 00:00:00.000,2016-06-05 00:00:00.000,Alan Chapman,"461 Westport Center",,Inayauan,,"3336",Philippines,8.6200,Card,2017-03-03 00:00:00.000,Complete,2017-03-03 00:00:00.000
4364,205,100,2016-09-10 00:00:00.000,2017-02-19 00:00:00.000,Denise Dixon,"066 Gerald Avenue",,Venëv,,"301320",Russia,4.8200,Checque,2016-04-22 00:00:00.000,Shipped,2017-02-19 00:00:00.000
4365,211,7,2017-03-09 00:00:00.000,2017-03-16 00:00:00.000,Douglas Nelson,"03051 Grasskamp Way",,Póvoa,Vila Real,"4870-130",Portugal,1.6700,Checque,2016-08-30 00:00:00.000,Complete,2017-03-16 00:00:00.000
4366,213,24,2016-04-25 00:00:00.000,2016-06-06 00:00:00.000,Louis Frazier,"65 Buhler Circle",,Bīleh Savār,,,Iran,9.5300,Checque,2016-12-20 00:00:00.000,Complete,2016-12-20 00:00:00.000
4367,207,8,2016-09-24 00:00:00.000,2016-04-06 00:00:00.000,Theresa Stanley,"487 Birchwood Point",,T’et’ri Tsqaro,,,Georgia,5.0600,Cash,2016-04-08 00:00:00.000,New,2016-09-24 00:00:00.000
4368,207,76,2016-12-21 00:00:00.000,2016-05-03 00:00:00.000,Sean Chapman,"3917 Miller Pass",,Andaray,,,Peru,4.3600,Checque,2016-07-25 00:00:00.000,New,2016-12-21 00:00:00.000
4369,215,90,2016-03-30 00:00:00.000,2017-01-03 00:00:00.000,Eugene Brooks,"137 1st Hill",,Independencia,Tamaulipas,"89888",Mexico,9.5600,Checque,2017-01-23 00:00:00.000,Shipped,2017-01-23 00:00:00.000
4370,204,33,2016-12-17 00:00:00.000,2016-10-22 00:00:00.000,Joan Martin,"24 Hayes Point",,Dobrzeń Wielki,,"46-081",Poland,8.8700,Cash,2016-07-09 00:00:00.000,Shipped,2016-12-17 00:00:00.000
4371,204,13,2016-12-11 00:00:00.000,2016-05-07 00:00:00.000,Martha Mendoza,"0 Sommers Point",,Jiamachi,,,China,1.5300,Checque,2016-08-05 00:00:00.000,On Hold,2016-12-11 00:00:00.000
4372,211,90,2016-10-27 00:00:00.000,2017-02-14 00:00:00.000,Joan Allen,"64 Bluestem Drive",,Conde,Braga,"4815-019",Portugal,2.6600,Card,2016-09-25 00:00:00.000,Shipped,2017-02-14 00:00:00.000
4373,208,81,2016-08-20 00:00:00.000,2017-03-16 00:00:00.000,Tammy Richards,"15541 Ramsey Alley",,Gunungkendeng,,,Indonesia,5.6600,Cash,2016-05-03 00:00:00.000,Shipped,2017-03-16 00:00:00.000
4374,216,19,2017-01-22 00:00:00.000,2016-09-10 00:00:00.000,Andrea Medina,"3 Goodland Pass",,Ḩarīb,,,Yemen,1.0300,Card,2016-10-12 00:00:00.000,Shipped,2017-01-22 00:00:00.000
4375,213,8,2016-09-13 00:00:00.000,2016-12-21 00:00:00.000,Antonio Carpenter,"453 Duke Point",,Rouen,Haute-Normandie,"76029 CEDEX",France,5.1100,Cash,2017-01-26 00:00:00.000,Complete,2017-01-26 00:00:00.000
4376,207,83,2016-11-29 00:00:00.000,2016-04-13 00:00:00.000,Jeffrey Smith,"7 Old Shore Center",,Licuan,,"2500",Philippines,8.5500,Cash,2016-11-08 00:00:00.000,New,2016-11-29 00:00:00.000
4377,216,13,2016-11-06 00:00:00.000,2016-10-08 00:00:00.000,Mark Perkins,"57 Troy Court",,Mojimán,,,Honduras,2.0300,Card,2017-01-06 00:00:00.000,Shipped,2017-01-06 00:00:00.000
4378,219,4,2016-08-05 00:00:00.000,2017-03-04 00:00:00.000,Louis Jordan,"5 Armistice Street",,Labège,Midi-Pyrénées,"31673 CEDEX",France,3.6100,Cash,2016-12-07 00:00:00.000,New,2017-03-04 00:00:00.000
4379,218,66,2017-02-26 00:00:00.000,2016-11-18 00:00:00.000,Fred Johnson,"4 Dovetail Crossing",,Santa Cruz,,,Venezuela,1.0800,Cash,2016-04-02 00:00:00.000,Complete,2017-02-26 00:00:00.000
4380,201,27,2016-09-01 00:00:00.000,2016-05-08 00:00:00.000,Rose Harvey,"8 Canary Plaza",,Pingtan,,,China,6.9000,Checque,2016-12-09 00:00:00.000,Complete,2016-12-09 00:00:00.000
4381,209,89,2017-02-04 00:00:00.000,2016-08-30 00:00:00.000,Christine Thomas,"008 Carberry Alley",,Logung,,,Indonesia,6.1300,Card,2016-05-09 00:00:00.000,On Hold,2017-02-04 00:00:00.000
4382,204,47,2016-08-11 00:00:00.000,2016-12-27 00:00:00.000,Juan Reed,"4337 Del Sol Hill",,Dayeuhluhur,,,Indonesia,7.7600,Card,2016-06-15 00:00:00.000,New,2016-12-27 00:00:00.000
4383,215,30,2016-08-07 00:00:00.000,2016-07-22 00:00:00.000,Diane Gray,"899 Oneill Pass",,Alegrete,,"97540-000",Brazil,5.6200,Cash,2016-12-26 00:00:00.000,Complete,2016-12-26 00:00:00.000
4384,212,88,2016-07-23 00:00:00.000,2016-05-07 00:00:00.000,Louise Baker,"46092 Kedzie Court",,Ban Mo,,"18130",Thailand,4.0000,Card,2016-07-11 00:00:00.000,Complete,2016-07-23 00:00:00.000
4385,203,62,2017-02-20 00:00:00.000,2016-10-01 00:00:00.000,Paul Thompson,"77444 Northwestern Pass",,Francisco I Madero,Coahuila De Zaragoza,"26010",Mexico,3.9900,Checque,2016-12-23 00:00:00.000,Shipped,2017-02-20 00:00:00.000
4386,218,26,2016-09-02 00:00:00.000,2016-06-10 00:00:00.000,Anne Kim,"67814 Buena Vista Court",,Sanjie,,,China,9.6100,Card,2016-04-05 00:00:00.000,New,2016-09-02 00:00:00.000
4387,219,20,2017-03-05 00:00:00.000,2016-12-19 00:00:00.000,Matthew Gutierrez,"33055 Evergreen Crossing",,Cusco,,,Peru,6.5200,Checque,2017-02-17 00:00:00.000,Shipped,2017-03-05 00:00:00.000
4388,219,71,2016-09-06 00:00:00.000,2016-05-24 00:00:00.000,Janet Hernandez,"9243 Forest Run Parkway",,Ulanov,,,Ukraine,3.0400,Cash,2016-09-20 00:00:00.000,New,2016-09-20 00:00:00.000
4389,207,2,2016-04-25 00:00:00.000,2017-02-16 00:00:00.000,Louis Chapman,"878 Roth Alley",,Kusak,,"423430",Russia,5.7800,Cash,2017-02-18 00:00:00.000,On Hold,2017-02-18 00:00:00.000
4390,218,64,2016-09-25 00:00:00.000,2016-09-22 00:00:00.000,Joe Carpenter,"56 Artisan Park",,Xinjiang,,,China,8.2000,Card,2016-12-01 00:00:00.000,On Hold,2016-12-01 00:00:00.000
4391,218,64,2016-07-30 00:00:00.000,2016-07-23 00:00:00.000,Charles Harper,"7 Sutherland Road",,Tatarbunary,,,Ukraine,4.6200,Cash,2016-06-29 00:00:00.000,Shipped,2016-07-30 00:00:00.000
4392,206,92,2016-05-05 00:00:00.000,2016-07-17 00:00:00.000,Craig Reynolds,"3 Erie Park",,East End,,,Cayman Islands,2.0300,Checque,2017-02-03 00:00:00.000,New,2017-02-03 00:00:00.000
4393,212,45,2016-06-29 00:00:00.000,2016-06-17 00:00:00.000,Raymond Mcdonald,"792 Brown Trail",,Yangfang,,,China,4.4400,Card,2017-02-27 00:00:00.000,Complete,2017-02-27 00:00:00.000
4394,211,87,2016-09-28 00:00:00.000,2016-04-03 00:00:00.000,Sandra Medina,"7 Eagan Circle",,Baratleke,,,Indonesia,4.3400,Cash,2017-01-05 00:00:00.000,Complete,2017-01-05 00:00:00.000
4395,203,57,2016-08-18 00:00:00.000,2017-03-05 00:00:00.000,Sean Carpenter,"33 Dottie Park",,Sokal’,,,Ukraine,5.3900,Cash,2017-02-22 00:00:00.000,On Hold,2017-03-05 00:00:00.000
4396,203,87,2016-06-19 00:00:00.000,2016-07-10 00:00:00.000,Alice Ferguson,"0399 Dixon Hill",,Privolzhskiy,,"413138",Russia,8.7400,Cash,2016-12-23 00:00:00.000,New,2016-12-23 00:00:00.000
4397,216,61,2016-08-01 00:00:00.000,2016-12-25 00:00:00.000,Diana Nguyen,"5052 Rigney Junction",,Guaynabo,Pr,"00971",Puerto Rico,5.3600,Checque,2016-07-12 00:00:00.000,On Hold,2016-12-25 00:00:00.000
4398,211,52,2016-12-04 00:00:00.000,2016-05-11 00:00:00.000,Earl Gutierrez,"32 Summit Avenue",,Maqbanah,,,Yemen,5.8200,Cash,2016-07-21 00:00:00.000,New,2016-12-04 00:00:00.000
4399,208,71,2016-05-16 00:00:00.000,2017-02-25 00:00:00.000,Gloria Gordon,"5 Prentice Trail",,Xichang,,,China,3.2000,Card,2016-05-24 00:00:00.000,Complete,2017-02-25 00:00:00.000
4400,218,7,2016-09-06 00:00:00.000,2016-03-21 00:00:00.000,Robert Wheeler,"83 Logan Circle",,Zhongshan,,,China,9.1500,Cash,2016-08-16 00:00:00.000,Shipped,2016-09-06 00:00:00.000
4401,210,53,2016-09-05 00:00:00.000,2016-05-01 00:00:00.000,Walter Williamson,"8459 American Plaza",,Santo Rosario,,"3114",Philippines,7.7100,Checque,2017-01-25 00:00:00.000,New,2017-01-25 00:00:00.000
4402,216,92,2016-10-10 00:00:00.000,2016-03-28 00:00:00.000,Jonathan James,"164 Bonner Hill",,Vale de Mendiz,Vila Real,"5085-105",Portugal,2.9600,Card,2016-07-15 00:00:00.000,Shipped,2016-10-10 00:00:00.000
4403,212,12,2016-09-15 00:00:00.000,2016-11-11 00:00:00.000,Judy Williams,"207 Scofield Place",,Lawa-an,,"5706",Philippines,9.6800,Checque,2016-04-30 00:00:00.000,On Hold,2016-11-11 00:00:00.000
4404,213,83,2016-04-25 00:00:00.000,2016-05-14 00:00:00.000,Amy Olson,"84189 Schurz Circle",,Ogoja,,,Nigeria,5.1800,Card,2016-11-02 00:00:00.000,Complete,2016-11-02 00:00:00.000
4405,209,7,2016-12-01 00:00:00.000,2016-08-30 00:00:00.000,Donna Vasquez,"82460 Ridgeway Hill",,La Guacamaya,,,Honduras,5.3200,Card,2017-02-11 00:00:00.000,Complete,2017-02-11 00:00:00.000
4406,209,66,2016-09-14 00:00:00.000,2016-05-13 00:00:00.000,Susan Jacobs,"17 Morningstar Lane",,Chedao,,,China,4.1200,Cash,2016-11-11 00:00:00.000,New,2016-11-11 00:00:00.000
4407,214,57,2016-05-04 00:00:00.000,2016-06-03 00:00:00.000,Kathryn Burns,"116 Hollow Ridge Park",,Comagascas,,"1950",Philippines,1.0500,Cash,2017-01-28 00:00:00.000,New,2017-01-28 00:00:00.000
4408,201,64,2017-02-11 00:00:00.000,2016-06-08 00:00:00.000,Doris Bennett,"090 Lien Place",,Luotang,,,China,1.3500,Cash,2016-12-16 00:00:00.000,Complete,2017-02-11 00:00:00.000
4409,209,41,2017-02-28 00:00:00.000,2016-09-05 00:00:00.000,Cynthia Robertson,"6 Eliot Center",,Abu Dhabi,,,United Arab Emirates,4.2100,Checque,2017-01-01 00:00:00.000,New,2017-02-28 00:00:00.000
4410,215,24,2016-08-28 00:00:00.000,2016-10-30 00:00:00.000,Jonathan Parker,"0 Weeping Birch Hill",,Cienfuegos,,,Cuba,1.6900,Card,2017-01-21 00:00:00.000,Shipped,2017-01-21 00:00:00.000
4411,206,10,2016-08-30 00:00:00.000,2016-12-06 00:00:00.000,Bobby Foster,"8279 Ridgeview Place",,Cruz Alta,,"98000-000",Brazil,7.5000,Cash,2016-09-09 00:00:00.000,On Hold,2016-12-06 00:00:00.000
4412,205,65,2016-12-13 00:00:00.000,2017-02-27 00:00:00.000,Phyllis Moore,"806 Acker Drive",,Paoay,,"2902",Philippines,4.6300,Cash,2017-01-11 00:00:00.000,Shipped,2017-02-27 00:00:00.000
4413,211,2,2016-12-05 00:00:00.000,2016-12-07 00:00:00.000,Kevin Gordon,"00875 Sherman Lane",,Wansheng,,,China,2.7000,Card,2016-07-31 00:00:00.000,New,2016-12-07 00:00:00.000
4414,219,25,2017-02-08 00:00:00.000,2016-06-22 00:00:00.000,Jack Mccoy,"2 Killdeer Center",,Gresik,,,Indonesia,4.1000,Checque,2017-03-05 00:00:00.000,On Hold,2017-03-05 00:00:00.000
4415,220,9,2017-01-02 00:00:00.000,2016-08-28 00:00:00.000,Margaret Fuller,"1960 Parkside Hill",,Kafr Zaytā,,,Syria,1.0900,Cash,2016-08-07 00:00:00.000,New,2017-01-02 00:00:00.000
4416,214,100,2017-01-07 00:00:00.000,2017-02-07 00:00:00.000,Melissa Nichols,"6 Lakewood Gardens Avenue",,Stockholm,Stockholm,"113 90",Sweden,4.1000,Cash,2016-03-31 00:00:00.000,On Hold,2017-02-07 00:00:00.000
4417,210,87,2017-01-23 00:00:00.000,2016-12-14 00:00:00.000,William Webb,"84 Mifflin Junction",,Kanungu,,,Uganda,4.3800,Card,2016-05-05 00:00:00.000,Complete,2017-01-23 00:00:00.000
4418,213,29,2017-01-05 00:00:00.000,2017-02-07 00:00:00.000,Anne Gonzales,"7 Myrtle Plaza",,Davila,,"2012",Philippines,5.4500,Cash,2016-05-23 00:00:00.000,Shipped,2017-02-07 00:00:00.000
4419,212,94,2016-10-19 00:00:00.000,2016-12-20 00:00:00.000,Kathleen Graham,"22 Forest Run Hill",,Mollepampa,,,Peru,5.8600,Checque,2016-07-31 00:00:00.000,Shipped,2016-12-20 00:00:00.000
4420,201,32,2016-11-29 00:00:00.000,2016-09-24 00:00:00.000,Diana Sanders,"8925 Kennedy Parkway",,San Miguel de Tucumán,,"4137",Argentina,3.7100,Cash,2016-08-10 00:00:00.000,Complete,2016-11-29 00:00:00.000
4421,208,58,2017-03-02 00:00:00.000,2016-04-03 00:00:00.000,Willie Wright,"60 Old Shore Alley",,Jinjiang,,,China,6.7200,Card,2016-10-09 00:00:00.000,Shipped,2017-03-02 00:00:00.000
4422,206,59,2016-04-19 00:00:00.000,2016-12-29 00:00:00.000,Frank Evans,"785 Little Fleur Center",,El Triunfo,,,Ecuador,9.4300,Checque,2016-05-13 00:00:00.000,New,2016-12-29 00:00:00.000
4423,209,68,2016-08-22 00:00:00.000,2016-11-20 00:00:00.000,Phillip Carter,"6398 John Wall Center",,Shouxihu,,,China,4.2200,Checque,2016-10-18 00:00:00.000,New,2016-11-20 00:00:00.000
4424,205,31,2016-10-05 00:00:00.000,2016-10-09 00:00:00.000,Lillian Gomez,"17560 Melrose Point",,Milwaukee,Wisconsin,"53205",United States,1.1600,Checque,2016-04-17 00:00:00.000,On Hold,2016-10-09 00:00:00.000
4425,202,7,2016-07-24 00:00:00.000,2017-02-22 00:00:00.000,John Ortiz,"45 Vera Place",,Kiel,Schleswig-Holstein,"24109",Germany,5.8600,Cash,2016-10-13 00:00:00.000,On Hold,2017-02-22 00:00:00.000
4426,214,80,2016-10-04 00:00:00.000,2016-09-01 00:00:00.000,Brandon Fields,"94792 Jackson Hill",,San Juan,Pr,"00918",Puerto Rico,2.5400,Checque,2016-12-19 00:00:00.000,On Hold,2016-12-19 00:00:00.000
4427,209,23,2016-06-23 00:00:00.000,2016-04-29 00:00:00.000,Willie Hart,"20 Sloan Terrace",,Mount Darwin,,,Zimbabwe,3.7100,Cash,2016-09-22 00:00:00.000,Complete,2016-09-22 00:00:00.000
4428,211,7,2016-09-07 00:00:00.000,2016-10-28 00:00:00.000,Walter Montgomery,"67285 Crowley Road",,Wailolong,,,Indonesia,9.7900,Checque,2016-04-05 00:00:00.000,Complete,2016-10-28 00:00:00.000
4429,217,10,2017-03-02 00:00:00.000,2016-11-27 00:00:00.000,Sara Williamson,"72 Monterey Circle",,Salvacion,,"1114",Philippines,3.3300,Card,2016-05-18 00:00:00.000,On Hold,2017-03-02 00:00:00.000
4430,210,12,2017-02-18 00:00:00.000,2016-03-17 00:00:00.000,Wayne Sanders,"21302 Valley Edge Pass",,Balakasap,,,Indonesia,2.1800,Card,2016-06-02 00:00:00.000,New,2017-02-18 00:00:00.000
4431,220,80,2016-10-01 00:00:00.000,2016-09-28 00:00:00.000,Cynthia Allen,"1 Karstens Avenue",,Santo António das Areias,Portalegre,"7330-254",Portugal,3.4000,Cash,2016-08-21 00:00:00.000,New,2016-10-01 00:00:00.000
4432,211,95,2017-02-04 00:00:00.000,2016-03-17 00:00:00.000,Jonathan Hughes,"93993 Fairview Junction",,Buje,,"52460",Croatia,5.1900,Cash,2016-10-01 00:00:00.000,New,2017-02-04 00:00:00.000
4433,208,67,2017-02-11 00:00:00.000,2016-06-01 00:00:00.000,Gerald Wright,"77811 Dennis Point",,Hohoe,,,Ghana,3.2500,Card,2016-07-15 00:00:00.000,New,2017-02-11 00:00:00.000
4434,201,53,2016-12-25 00:00:00.000,2017-01-07 00:00:00.000,Roy Anderson,"182 High Crossing Terrace",,Bajiazi,,,China,8.8000,Card,2017-02-11 00:00:00.000,Shipped,2017-02-11 00:00:00.000
4435,207,3,2016-05-30 00:00:00.000,2016-04-07 00:00:00.000,Brenda Wright,"98 Kim Drive",,Lillehammer,Oppland,"2605",Norway,5.7600,Cash,2017-02-02 00:00:00.000,On Hold,2017-02-02 00:00:00.000
4436,204,29,2016-07-19 00:00:00.000,2016-07-05 00:00:00.000,Philip Price,"16 Brown Plaza",,Čapljina,,,Bosnia and Herzegovina,9.6200,Cash,2016-11-05 00:00:00.000,On Hold,2016-11-05 00:00:00.000
4437,210,80,2016-10-13 00:00:00.000,2016-04-24 00:00:00.000,Michelle Webb,"4160 Everett Point",,Waepana,,,Indonesia,9.5400,Cash,2016-07-11 00:00:00.000,Complete,2016-10-13 00:00:00.000
4438,209,6,2016-12-31 00:00:00.000,2017-01-27 00:00:00.000,Heather Fields,"10 Fairview Center",,Złotniki Kujawskie,,"88-180",Poland,1.8100,Cash,2017-03-15 00:00:00.000,Shipped,2017-03-15 00:00:00.000
4439,216,53,2017-02-01 00:00:00.000,2016-09-12 00:00:00.000,Ryan Long,"0 Gateway Avenue",,Pizhanka,,"613380",Russia,9.3400,Cash,2016-07-02 00:00:00.000,New,2017-02-01 00:00:00.000
4440,211,25,2017-02-03 00:00:00.000,2016-10-13 00:00:00.000,Joyce Stewart,"61 Burrows Street",,Kushelevka,,"658381",Russia,6.4000,Cash,2017-01-29 00:00:00.000,On Hold,2017-02-03 00:00:00.000
4441,215,93,2016-03-21 00:00:00.000,2016-11-17 00:00:00.000,Walter Arnold,"97613 Pond Avenue",,Looc,,"5507",Philippines,1.0900,Cash,2016-10-05 00:00:00.000,Shipped,2016-11-17 00:00:00.000
4442,214,10,2016-05-10 00:00:00.000,2016-05-31 00:00:00.000,Irene Simmons,"36 Larry Court",,Rozhdestveno,,"399768",Russia,4.8200,Checque,2017-01-13 00:00:00.000,Complete,2017-01-13 00:00:00.000
4443,208,19,2017-02-09 00:00:00.000,2017-02-05 00:00:00.000,Christina Mccoy,"1482 Rockefeller Point",,Rybatskoye,,"196851",Russia,1.6200,Cash,2016-09-14 00:00:00.000,Shipped,2017-02-09 00:00:00.000
4444,210,98,2017-02-15 00:00:00.000,2016-05-17 00:00:00.000,Marie Fowler,"04 Prairie Rose Junction",,Chicago,Illinois,"60604",United States,7.4700,Card,2017-02-22 00:00:00.000,Complete,2017-02-22 00:00:00.000
4445,218,32,2017-02-12 00:00:00.000,2016-05-20 00:00:00.000,Louise Bell,"3 Charing Cross Pass",,Selce,,"1219",Macedonia,4.4700,Cash,2016-04-01 00:00:00.000,New,2017-02-12 00:00:00.000
4446,209,25,2016-09-22 00:00:00.000,2016-12-03 00:00:00.000,Barbara Black,"697 Oneill Drive",,Shanghang,,,China,4.6600,Checque,2016-11-09 00:00:00.000,On Hold,2016-12-03 00:00:00.000
4447,209,100,2016-08-26 00:00:00.000,2017-01-16 00:00:00.000,James Holmes,"77 Marcy Court",,Estreito,,"65975-000",Brazil,9.8500,Checque,2016-12-04 00:00:00.000,On Hold,2017-01-16 00:00:00.000
4448,210,72,2016-06-25 00:00:00.000,2016-12-07 00:00:00.000,Kenneth Williams,"6400 Milwaukee Hill",,Wanshan,,,China,3.6600,Card,2016-06-09 00:00:00.000,On Hold,2016-12-07 00:00:00.000
4449,213,16,2016-12-13 00:00:00.000,2016-08-07 00:00:00.000,Joshua Jacobs,"8 Judy Park",,Ágios Andréas,,,Greece,3.8100,Cash,2016-07-07 00:00:00.000,Complete,2016-12-13 00:00:00.000
4450,216,100,2016-12-21 00:00:00.000,2017-02-13 00:00:00.000,Aaron Sanders,"1 Dakota Court",,Huayllo,,,Peru,7.5900,Cash,2016-04-22 00:00:00.000,On Hold,2017-02-13 00:00:00.000
4451,211,50,2016-08-22 00:00:00.000,2016-06-05 00:00:00.000,Eugene Scott,"03 Golden Leaf Point",,Stírion,,,Greece,8.9900,Card,2017-02-25 00:00:00.000,New,2017-02-25 00:00:00.000
4452,220,86,2016-05-07 00:00:00.000,2016-07-20 00:00:00.000,Cynthia Phillips,"820 Merchant Way",,Mrongi Daja,,,Indonesia,2.2100,Checque,2016-04-27 00:00:00.000,On Hold,2016-07-20 00:00:00.000
4453,213,58,2016-10-30 00:00:00.000,2016-03-22 00:00:00.000,Martin Reed,"14 Meadow Vale Alley",,Jiangdong,,,China,3.5800,Cash,2017-02-12 00:00:00.000,Complete,2017-02-12 00:00:00.000
4454,206,98,2016-05-14 00:00:00.000,2016-11-07 00:00:00.000,Janet Porter,"74391 Ronald Regan Park",,Lamakera Dua,,,Indonesia,9.8600,Checque,2016-06-12 00:00:00.000,New,2016-11-07 00:00:00.000
4455,204,2,2016-03-28 00:00:00.000,2016-04-11 00:00:00.000,Amanda Duncan,"047 Jenna Road",,Tungawan,,"7018",Philippines,2.0400,Card,2016-07-09 00:00:00.000,New,2016-07-09 00:00:00.000
4456,211,58,2016-08-05 00:00:00.000,2016-11-19 00:00:00.000,Joseph Henderson,"14 Morningstar Pass",,Kolobolon,,,Indonesia,6.4400,Checque,2016-05-24 00:00:00.000,New,2016-11-19 00:00:00.000
4457,215,21,2017-02-15 00:00:00.000,2016-06-11 00:00:00.000,Cynthia Bishop,"066 Surrey Pass",,Hưng Yên,,,Vietnam,1.6100,Checque,2016-07-05 00:00:00.000,Shipped,2017-02-15 00:00:00.000
4458,211,10,2016-08-08 00:00:00.000,2016-08-06 00:00:00.000,Craig Andrews,"7 Mariners Cove Court",,Tuanchengshan,,,China,8.4000,Cash,2016-12-15 00:00:00.000,New,2016-12-15 00:00:00.000
4459,211,71,2016-05-13 00:00:00.000,2017-02-19 00:00:00.000,Steve Warren,"6702 Delladonna Point",,Pražmo,,"739 04",Czech Republic,8.2900,Card,2016-06-29 00:00:00.000,New,2017-02-19 00:00:00.000
4460,214,5,2016-12-21 00:00:00.000,2016-06-21 00:00:00.000,Brenda Mills,"77934 Prairieview Way",,Huafeng,,,China,6.7600,Cash,2016-07-08 00:00:00.000,New,2016-12-21 00:00:00.000
4461,212,34,2016-04-27 00:00:00.000,2016-07-22 00:00:00.000,Randy Wright,"9 Thackeray Way",,Dvůr Králové nad Labem,,"544 01",Czech Republic,9.4500,Card,2016-03-20 00:00:00.000,Shipped,2016-07-22 00:00:00.000
4462,202,47,2016-10-31 00:00:00.000,2016-06-30 00:00:00.000,Michelle Ramirez,"0152 Old Shore Road",,Pulaupinang,,,Indonesia,2.4200,Card,2016-09-05 00:00:00.000,New,2016-10-31 00:00:00.000
4463,209,86,2016-07-30 00:00:00.000,2016-04-29 00:00:00.000,Frank Duncan,"67 Buell Terrace",,Krasne,,,Ukraine,2.7100,Card,2016-06-22 00:00:00.000,Complete,2016-07-30 00:00:00.000
4464,204,62,2017-03-01 00:00:00.000,2017-03-11 00:00:00.000,Carlos Warren,"978 Merrick Circle",,Penghua,,,China,7.2900,Cash,2016-03-22 00:00:00.000,Shipped,2017-03-11 00:00:00.000
4465,202,87,2016-06-23 00:00:00.000,2016-11-15 00:00:00.000,Tina Gardner,"0 Mcguire Terrace",,Cangqian,,,China,2.1700,Card,2016-06-01 00:00:00.000,New,2016-11-15 00:00:00.000
4466,220,31,2016-06-04 00:00:00.000,2016-06-08 00:00:00.000,Stephen Turner,"17 Leroy Plaza",,Pedaringan,,,Indonesia,8.8900,Checque,2016-05-09 00:00:00.000,Shipped,2016-06-08 00:00:00.000
4467,210,35,2016-05-21 00:00:00.000,2016-09-26 00:00:00.000,Melissa Wilson,"61199 Forest Center",,Krmelín,,"739 24",Czech Republic,2.3500,Card,2016-06-20 00:00:00.000,On Hold,2016-09-26 00:00:00.000
4468,216,50,2016-09-10 00:00:00.000,2016-12-02 00:00:00.000,Billy Harper,"8940 Fisk Parkway",,San Jose,California,"95113",United States,3.9800,Cash,2016-10-04 00:00:00.000,Complete,2016-12-02 00:00:00.000
4469,207,22,2016-06-03 00:00:00.000,2016-11-06 00:00:00.000,Carl Davis,"5 Lindbergh Street",,Taling Chan,,"10170",Thailand,4.7100,Card,2017-02-03 00:00:00.000,New,2017-02-03 00:00:00.000
4470,211,64,2016-06-16 00:00:00.000,2016-05-26 00:00:00.000,Gerald Henry,"2221 Porter Crossing",,Mozdok,,"363759",Russia,9.5700,Cash,2016-10-11 00:00:00.000,Shipped,2016-10-11 00:00:00.000
4471,206,25,2016-07-27 00:00:00.000,2016-08-24 00:00:00.000,Debra Garza,"65379 Sunnyside Trail",,Jiadingzhen,,,China,1.0600,Checque,2016-06-23 00:00:00.000,On Hold,2016-08-24 00:00:00.000
4472,204,18,2016-08-30 00:00:00.000,2016-10-09 00:00:00.000,Margaret Rodriguez,"3202 Marquette Point",,Oranzherei,,"416368",Russia,3.3500,Checque,2016-06-18 00:00:00.000,On Hold,2016-10-09 00:00:00.000
4473,212,88,2016-10-29 00:00:00.000,2016-05-25 00:00:00.000,William Burke,"46 Kingsford Center",,San Juan,,"11301",Costa Rica,3.8500,Checque,2017-02-12 00:00:00.000,Shipped,2017-02-12 00:00:00.000
